"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"175","GO:0016787","molecular_function",2.72049049954148e-12,1.35591719670329e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"176","GO:0030170","molecular_function",2.89146484533376e-12,1.40910720129265e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"177","GO:0009341","cellular_component",3.81794595938345e-12,1.82016423672346e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"178","GO:0005978","biological_process",5.32440758149733e-12,2.48434592047311e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"179","GO:0008658","molecular_function",5.70365976670928e-12,2.60395691403905e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"180","GO:0008270","molecular_function",5.8182347828506e-12,2.60395691403905e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"181","GO:0051539","molecular_function",1.33447697336919e-11,5.85301600519728e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"182","GO:0009847","biological_process",3.56121798716913e-11,1.53132373448273e-09,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"183","GO:0005525","molecular_function",3.6405434222786e-11,1.53532917789557e-09,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"184","GO:0015093","molecular_function",9.37019350999435e-11,3.87713855989012e-09,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"185","GO:0004560","molecular_function",1.47488687929354e-10,5.98967949313097e-09,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"186","GO:0004134","molecular_function",1.57782675813678e-10,6.29122560107992e-09,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"187","GO:0008484","molecular_function",2.03129402187585e-10,7.95469248209597e-09,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"188","GO:0019829","molecular_function",3.18337911586752e-10,1.22476322826272e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"189","GO:0006269","biological_process",4.14550616056886e-10,1.54086356103856e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"190","GO:0008184","molecular_function",5.68658897748264e-10,2.07844827126991e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"191","GO:0003917","molecular_function",7.61489760137124e-10,2.71475655611389e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"192","GO:0009381","molecular_function",7.67509833465851e-10,2.71475655611389e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"193","GO:0008408","molecular_function",8.35822522304852e-10,2.9094583990707e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"194","GO:0016798","molecular_function",1.61484314809002e-09,5.5333609746272e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"195","GO:0008236","molecular_function",1.90371318709026e-09,6.42283541429068e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"196","GO:0052865","biological_process",2.23342588867581e-09,7.42106511191826e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"197","GO:0016746","molecular_function",2.38452890766183e-09,7.80488342463044e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"198","GO:0000287","molecular_function",2.54315157821594e-09,8.20166383974641e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"199","GO:0000150","molecular_function",2.91098212201746e-09,9.11969113369184e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"200","GO:0009002","molecular_function",2.89030510636223e-09,9.11969113369184e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"201","GO:0006537","biological_process",5.06832686930636e-09,1.54372789227623e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"202","GO:0043169","molecular_function",1.30115171970147e-08,3.85598070446664e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"203","GO:0006424","biological_process",1.79960464308238e-08,5.26204397637287e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"204","GO:0006541","biological_process",2.34305388424616e-08,6.76094364230504e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"205","GO:0005886","cellular_component",2.57359900057708e-08,7.23577257469939e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"206","GO:0016114","biological_process",2.77214963206873e-08,7.69534701661611e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"207","GO:0051536","molecular_function",2.93670845419314e-08,8.05025205005694e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"208","GO:0004176","molecular_function",4.2289481805291e-08,1.14494856295066e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"209","GO:0004563","molecular_function",5.50983410008143e-08,1.45579110620224e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"210","GO:0019277","biological_process",8.67861358333499e-08,2.18760914807513e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"211","GO:0003918","molecular_function",1.01039799638158e-07,2.51795773416456e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"212","GO:0071944","cellular_component",1.03180259003466e-07,2.54240795499551e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"213","GO:0004177","molecular_function",1.10949397447158e-07,2.70346698446241e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"214","GO:0003844","molecular_function",1.51421328031809e-07,3.57061260616943e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"215","GO:0009380","cellular_component",1.68367115360724e-07,3.92796897857518e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"216","GO:0043565","molecular_function",2.80842943789494e-07,6.48303763926696e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"217","GO:0055072","biological_process",3.30658217695401e-07,7.55347366047932e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"218","GO:0044341","biological_process",3.45530844270137e-07,7.73213409677969e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"219","GO:0016757","molecular_function",4.15878228077204e-07,9.0299104373595e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"220","GO:0003896","molecular_function",4.7010064363473e-07,1.01071638381467e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"221","GO:0006289","biological_process",6.60171178168412e-07,1.37881466068888e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"222","GO:0015074","biological_process",7.29932818410717e-07,1.51013459507047e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"223","GO:0008152","biological_process",9.48919637089318e-07,1.94484183564194e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"224","GO:0035596","molecular_function",1.57463189076612e-06,3.11096192472982e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"225","GO:0046961","molecular_function",1.5944891348374e-06,3.12206667205215e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"226","GO:0008998","molecular_function",2.0556496451718e-06,3.98941563881571e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"227","GO:0043023","molecular_function",2.28816801528531e-06,4.3634369195832e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"228","GO:0016836","molecular_function",2.37599024621726e-06,4.48223097902503e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"229","GO:0032300","cellular_component",2.63271441525159e-06,4.85171656524936e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"230","GO:0008760","molecular_function",3.2264249583136e-06,5.8962916113181e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"231","GO:0017038","biological_process",4.01443450726013e-06,7.25689030729548e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"232","GO:0006268","biological_process",4.03712091878727e-06,7.25689030729548e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"233","GO:0004527","molecular_function",5.32209853298937e-06,9.33708966627655e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"234","GO:0030163","biological_process",5.47256816685326e-06,9.52487459516604e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"235","GO:0006260","biological_process",6.01202993677497e-06,0.000103814028750768,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"236","GO:0004386","molecular_function",6.21591933780419e-06,0.000106496180529723,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"237","GO:0042026","biological_process",7.68287230379361e-06,0.00012764044668348,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"238","GO:0006422","biological_process",7.79535706696421e-06,0.000128535474044004,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"239","GO:0002161","molecular_function",1.0544940029833e-05,0.000170104892832951,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"240","GO:0004356","molecular_function",1.38556689731617e-05,0.000220184652595244,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"241","GO:0044208","biological_process",1.58081304908464e-05,0.000245866880612951,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"242","GO:0009360","cellular_component",1.98715428729734e-05,0.000304743311331684,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"243","GO:0008661","molecular_function",2.13994379668625e-05,0.000323648051457445,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"244","GO:0006085","biological_process",2.38361035882484e-05,0.000358031336774169,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"245","GO:0051258","biological_process",3.07595960573614e-05,0.000443788119432853,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"246","GO:0006002","biological_process",3.36347044560537e-05,0.000482097430536769,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"247","GO:0006430","biological_process",3.4080513989454e-05,0.000485315371291381,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"248","GO:0019288","biological_process",3.93896432167029e-05,0.00055020055779764,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"249","GO:0006004","biological_process",4.22900314103192e-05,0.000586974929638164,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"250","GO:0006012","biological_process",4.76411233785168e-05,0.000657087946975392,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"251","GO:0070475","biological_process",4.84330604877403e-05,0.000663835635310091,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"252","GO:0006431","biological_process",5.18849064085058e-05,0.000702367899715144,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"253","GO:0006139","biological_process",5.67300380671654e-05,0.000758591301715205,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"254","GO:0004712","molecular_function",5.87564557268383e-05,0.000780926711569433,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"255","GO:0004088","molecular_function",5.97736106029423e-05,0.000789659807543689,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"256","GO:0006396","biological_process",6.02223424368553e-05,0.00079082393391631,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"257","GO:0004825","molecular_function",7.42944777561982e-05,0.000969808272138945,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"258","GO:0015562","molecular_function",8.05262365202175e-05,0.00103423689544222,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"259","GO:0003824","molecular_function",8.06450109989143e-05,0.00103423689544222,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"260","GO:0008878","molecular_function",8.52051270270326e-05,0.00106167524755842,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"261","GO:0009228","biological_process",8.44677881235434e-05,0.00106167524755842,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"262","GO:0065002","biological_process",8.40772883630159e-05,0.00106167524755842,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"263","GO:0006419","biological_process",9.32228669279223e-05,0.00115501552075104,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"264","GO:0004813","molecular_function",0.000104321014448239,0.0012852583409269,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"265","GO:0009166","biological_process",0.000110072281479745,0.00134104729602823,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"266","GO:0050660","molecular_function",0.000124656796565148,0.00150204590586467,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"267","GO:0006432","biological_process",0.000130465792025358,0.00155495370604136,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"268","GO:0006526","biological_process",0.000143678516460466,0.001678443961618,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"269","GO:0019350","biological_process",0.000142808523054816,0.001678443961618,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"270","GO:0009408","biological_process",0.000146688337776646,0.0016842278782418,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"271","GO:0051082","molecular_function",0.00014816475488133,0.00169231930966019,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"272","GO:0009424","cellular_component",0.000168392298812714,0.00190352737781589,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"273","GO:1901137","biological_process",0.000179756718787116,0.00202157171435972,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"274","GO:2001295","biological_process",0.000184415683977202,0.00206338568858165,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"275","GO:0008094","molecular_function",0.000198368986739084,0.00218604617044628,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"276","GO:0004252","molecular_function",0.000231371043577289,0.00252436168440296,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"277","GO:0042777","biological_process",0.000236415474035745,0.00256662937901182,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
